"assignment","typeid","type","stepid","step","updatedon","conclusion","mark_value","mark_degradation","mark_details","decision","decision_ex","comparison_need_better_known","comparison_l3details","comparison_qualquant"
1598,1,Current,2,Comparison,2022-06-09 21:15:23,,,,,,,,,
1594,3,Submission,2,Comparison,2022-06-09 21:15:56,"""Ridge edges and shapes are consistent. Pores and widths are consistent""",,,,"1",,,"1",null
1591,3,Submission,1,Analysis,2022-06-09 21:16:08,null,null,null,null,,,,,
1591,1,Current,2,Comparison,2022-06-09 21:16:08,,,,,,,,,
1585,3,Submission,2,Comparison,2022-06-09 21:16:30,null,,,,"2",,,"0",null
1598,3,Submission,2,Comparison,2022-06-09 21:16:46,null,,,,"2",,,null,null
1601,3,Submission,1,Analysis,2022-06-09 21:18:32,null,null,null,null,,,,,
1601,1,Current,2,Comparison,2022-06-09 21:18:32,,,,,,,,,
1599,3,Submission,2,Comparison,2022-06-09 21:19:31,null,,,,"2",,,null,null
1603,3,Submission,1,Analysis,2022-06-09 21:19:38,null,null,null,null,,,,,
1603,1,Current,2,Comparison,2022-06-09 21:19:38,,,,,,,,,
1602,3,Submission,1,Analysis,2022-06-09 21:21:09,null,null,null,null,,,,,
1602,1,Current,2,Comparison,2022-06-09 21:21:09,,,,,,,,,
1601,3,Submission,2,Comparison,2022-06-09 21:22:17,null,,,,"1",,,null,null
1591,3,Submission,2,Comparison,2022-06-09 21:24:36,null,,,,"0",,,null,null
1602,3,Submission,2,Comparison,2022-06-09 21:25:23,"""Shape and relative position of features is consistent, slightly less pressure on the latent but ridge breaks and shape of dot within the delta are consistent.""",,,,"1",,,null,null
1580,3,Submission,2,Comparison,2022-06-09 21:25:34,null,,,,"0",,,null,null
1605,3,Submission,1,Analysis,2022-06-09 21:26:46,null,null,null,null,,,,,
1605,1,Current,2,Comparison,2022-06-09 21:26:46,,,,,,,,,
1607,3,Submission,1,Analysis,2022-06-09 21:27:38,null,null,null,null,,,,,
1607,1,Current,2,Comparison,2022-06-09 21:27:38,,,,,,,,,
1604,3,Submission,1,Analysis,2022-06-09 21:28:37,null,null,null,null,,,,,
1604,1,Current,2,Comparison,2022-06-09 21:28:37,,,,,,,,,
1605,3,Submission,2,Comparison,2022-06-09 21:30:07,"""Without proper annotation this comparison could cause erroneous identifications""",,,,"0",,,null,null
1604,3,Submission,2,Comparison,2022-06-09 21:30:55,null,,,,"2",,,null,null
1607,3,Submission,2,Comparison,2022-06-09 21:31:17,null,,,,"1",,,null,null
1603,3,Submission,2,Comparison,2022-06-09 21:31:50,null,,,,"2",,,null,null
1610,3,Submission,1,Analysis,2022-06-09 21:31:56,null,null,null,null,,,,,
1610,1,Current,2,Comparison,2022-06-09 21:31:56,,,,,,,,,
1610,3,Submission,2,Comparison,2022-06-09 21:32:11,null,,,,"1",,,null,null
1606,1,Current,1,Analysis,2022-06-09 21:32:24,null,null,null,null,,,,,
1606,3,Submission,1,Analysis,2022-06-09 21:32:27,null,null,null,null,,,,,
1609,3,Submission,1,Analysis,2022-06-09 21:32:42,null,null,null,null,,,,,
1609,1,Current,2,Comparison,2022-06-09 21:32:42,,,,,,,,,
1606,1,Current,2,Comparison,2022-06-09 21:33:42,null,,,,"1",,,null,null
1606,3,Submission,2,Comparison,2022-06-09 21:33:46,null,,,,"1",,,null,null
1609,3,Submission,2,Comparison,2022-06-09 21:34:11,null,,,,"2",,,null,null
1611,3,Submission,1,Analysis,2022-06-09 21:35:19,null,null,null,null,,,,,
1611,1,Current,2,Comparison,2022-06-09 21:35:19,,,,,,,,,
1558,3,Submission,2,Comparison,2022-06-09 21:35:23,null,,,,"1",,,null,null
1557,3,Submission,1,Analysis,2022-06-09 21:36:16,null,null,null,null,,,,,
1625,3,Submission,2,Comparison,2022-06-09 22:17:19,null,,,,"1",,,null,null
1608,3,Submission,2,Comparison,2022-06-09 21:36:44,null,,,,"1",,,null,null
1612,3,Submission,1,Analysis,2022-06-09 21:36:46,null,null,null,null,,,,,
1612,1,Current,2,Comparison,2022-06-09 21:36:46,,,,,,,,,
1613,3,Submission,1,Analysis,2022-06-09 21:37:57,null,null,null,null,,,,,
1613,1,Current,2,Comparison,2022-06-09 21:37:57,,,,,,,,,
1611,3,Submission,2,Comparison,2022-06-09 21:38:03,null,,,,"1",,,"1",null
1557,3,Submission,2,Comparison,2022-06-09 21:39:57,null,,,,"2",,,"0",null
1626,1,Current,2,Comparison,2022-06-09 22:17:34,,,,,,,,,
1614,3,Submission,1,Analysis,2022-06-09 21:40:32,null,null,null,null,,,,,
1614,1,Current,2,Comparison,2022-06-09 21:40:32,,,,,,,,,
1600,3,Submission,1,Analysis,2022-06-09 21:40:45,null,null,null,null,,,,,
1612,3,Submission,2,Comparison,2022-06-09 21:41:09,null,,,,"2",,,null,null
1615,3,Submission,1,Analysis,2022-06-09 21:41:50,null,null,null,null,,,,,
1615,1,Current,2,Comparison,2022-06-09 21:41:50,,,,,,,,,
1614,3,Submission,2,Comparison,2022-06-09 21:42:28,null,,,,"1",,,null,null
1613,3,Submission,2,Comparison,2022-06-09 21:42:29,null,,,,"1",,,null,null
1616,3,Submission,1,Analysis,2022-06-09 21:43:32,null,null,null,null,,,,,
1616,1,Current,2,Comparison,2022-06-09 21:43:32,,,,,,,,,
1615,3,Submission,2,Comparison,2022-06-09 21:44:00,null,,,,"1",,,"0",null
1618,3,Submission,1,Analysis,2022-06-09 21:44:28,null,null,null,null,,,,,
1627,3,Submission,1,Analysis,2022-06-09 22:19:20,null,null,null,null,,,,,
1619,3,Submission,1,Analysis,2022-06-09 21:45:50,null,null,null,null,,,,,
1617,3,Submission,1,Analysis,2022-06-09 21:46:12,null,null,null,null,,,,,
1618,1,Current,2,Comparison,2022-06-09 21:51:32,null,,,,null,,,null,null
1627,1,Current,2,Comparison,2022-06-09 22:19:20,,,,,,,,,
1628,1,Current,1,Analysis,2022-06-09 23:12:44,null,null,null,null,,,,,
1628,3,Submission,1,Analysis,2022-06-09 23:12:56,null,null,null,null,,,,,
1617,1,Current,2,Comparison,2022-06-09 21:46:12,,,,,,,,,
1616,3,Submission,2,Comparison,2022-06-09 21:47:00,null,,,,"1",,,null,null
1617,3,Submission,2,Comparison,2022-06-09 21:48:21,null,,,,"2",,,null,null
1620,3,Submission,1,Analysis,2022-06-09 21:48:48,null,null,null,null,,,,,
1620,1,Current,2,Comparison,2022-06-09 21:48:48,,,,,,,,,
1621,3,Submission,1,Analysis,2022-06-09 21:49:20,null,null,null,null,,,,,
1620,3,Submission,2,Comparison,2022-06-09 21:49:49,null,,,,"1",,,null,null
1622,3,Submission,1,Analysis,2022-06-09 21:53:56,null,null,null,null,,,,,
1622,1,Current,2,Comparison,2022-06-09 21:53:56,,,,,,,,,
1627,3,Submission,2,Comparison,2022-06-09 22:28:06,null,,,,"1",,,null,null
1600,1,Current,2,Comparison,2022-06-09 21:54:55,null,,,,null,,,null,null
1621,3,Submission,2,Comparison,2022-06-09 21:57:13,null,,,,"1",,,null,null
1623,3,Submission,1,Analysis,2022-06-09 21:57:42,null,null,null,null,,,,,
1623,1,Current,2,Comparison,2022-06-09 21:57:42,,,,,,,,,
1622,3,Submission,2,Comparison,2022-06-09 22:00:28,null,,,,"1",,,null,null
1623,3,Submission,2,Comparison,2022-06-09 22:00:43,null,,,,"1",,,null,null
1624,3,Submission,1,Analysis,2022-06-09 22:01:32,null,null,null,null,,,,,
1624,1,Current,2,Comparison,2022-06-09 22:01:32,,,,,,,,,
1624,3,Submission,2,Comparison,2022-06-09 22:05:02,null,,,,"2",,,null,null
1625,3,Submission,1,Analysis,2022-06-09 22:06:11,null,null,null,null,,,,,
1625,1,Current,2,Comparison,2022-06-09 22:06:11,,,,,,,,,
1626,3,Submission,1,Analysis,2022-06-09 22:17:34,null,null,null,null,,,,,
972,3,Submission,2,Comparison,2022-06-09 22:20:40,null,,,,"0",,,null,null
1629,1,Current,1,Analysis,2022-06-09 23:27:23,null,null,null,null,,,,,
1629,3,Submission,1,Analysis,2022-06-09 23:27:28,null,null,null,null,,,,,
1629,1,Current,2,Comparison,2022-06-09 23:44:22,null,,,,"2",,,null,null
1644,3,Submission,2,Comparison,2022-06-10 12:50:41,null,,,,"2",,,"0",null
1656,3,Submission,1,Analysis,2022-06-10 13:49:21,null,null,null,null,,,,,
1629,3,Submission,2,Comparison,2022-06-09 23:44:27,null,,,,"2",,,null,null
1639,1,Current,1,Analysis,2022-06-10 21:01:31,null,null,null,null,,,,,
1631,1,Current,1,Analysis,2022-06-17 15:13:15,null,null,null,null,,,,,
1641,1,Current,1,Analysis,2022-06-10 03:23:43,null,null,null,null,,,,,
1643,1,Current,1,Analysis,2022-06-10 03:28:15,null,null,null,null,,,,,
1643,3,Submission,1,Analysis,2022-06-10 03:28:22,null,null,null,null,,,,,
1645,3,Submission,1,Analysis,2022-06-10 12:51:39,null,null,null,null,,,,,
1640,1,Current,1,Analysis,2022-06-10 16:07:09,null,null,null,null,,,,,
1642,1,Current,1,Analysis,2022-06-10 16:07:37,null,null,null,null,,,,,
1643,1,Current,2,Comparison,2022-06-10 03:31:48,null,,,,null,,,null,null
1643,3,Submission,2,Comparison,2022-06-10 03:33:35,"""test impression - """,,,,"1",,,"0",null
1021,1,Current,2,Comparison,2022-06-10 12:22:45,null,,,,"2",,,"0",null
1021,3,Submission,2,Comparison,2022-06-10 12:22:48,null,,,,"2",,,"0",null
1265,3,Submission,2,Comparison,2022-06-10 12:25:16,null,,,,"0",,,"1",null
1644,3,Submission,1,Analysis,2022-06-10 12:48:37,null,null,null,null,,,,,
1645,3,Submission,2,Comparison,2022-06-10 12:53:38,null,,,,"2",,,null,null
1646,3,Submission,1,Analysis,2022-06-10 12:55:24,null,null,null,null,,,,,
1646,1,Current,2,Comparison,2022-06-10 12:55:24,,,,,,,,,
1646,3,Submission,2,Comparison,2022-06-10 12:59:06,null,,,,"2",,,null,null
1647,3,Submission,1,Analysis,2022-06-10 13:00:23,null,null,null,null,,,,,
1647,1,Current,2,Comparison,2022-06-10 13:00:23,,,,,,,,,
1647,3,Submission,2,Comparison,2022-06-10 13:02:37,null,,,,"1",,,null,null
1648,3,Submission,1,Analysis,2022-06-10 13:04:05,null,null,null,null,,,,,
1648,1,Current,2,Comparison,2022-06-10 13:04:05,,,,,,,,,
1648,3,Submission,2,Comparison,2022-06-10 13:06:34,null,,,,"1",,,null,null
1649,3,Submission,1,Analysis,2022-06-10 13:08:46,null,null,null,null,,,,,
1649,1,Current,2,Comparison,2022-06-10 13:08:46,,,,,,,,,
1649,3,Submission,2,Comparison,2022-06-10 13:10:03,null,,,,"2",,,null,null
1650,3,Submission,1,Analysis,2022-06-10 13:12:31,null,null,null,null,,,,,
1650,1,Current,2,Comparison,2022-06-10 13:12:31,,,,,,,,,
1650,3,Submission,2,Comparison,2022-06-10 13:15:14,null,,,,"1",,,null,null
1651,3,Submission,1,Analysis,2022-06-10 13:16:33,null,null,null,null,,,,,
1651,1,Current,2,Comparison,2022-06-10 13:16:33,,,,,,,,,
1651,3,Submission,2,Comparison,2022-06-10 13:20:13,null,,,,"1",,,null,null
1652,3,Submission,1,Analysis,2022-06-10 13:21:08,null,null,null,null,,,,,
1652,1,Current,2,Comparison,2022-06-10 13:21:08,,,,,,,,,
1652,3,Submission,2,Comparison,2022-06-10 13:22:49,null,,,,"2",,,null,null
1653,3,Submission,1,Analysis,2022-06-10 13:26:24,null,null,null,null,,,,,
1653,1,Current,2,Comparison,2022-06-10 13:26:24,,,,,,,,,
1653,3,Submission,2,Comparison,2022-06-10 13:34:50,null,,,,"1",,,null,null
1654,3,Submission,1,Analysis,2022-06-10 13:36:27,null,null,null,null,,,,,
1654,1,Current,2,Comparison,2022-06-10 13:36:27,,,,,,,,,
1654,3,Submission,2,Comparison,2022-06-10 13:41:51,null,,,,"0",,,null,null
1655,3,Submission,1,Analysis,2022-06-10 13:43:20,null,null,null,null,,,,,
1655,1,Current,2,Comparison,2022-06-10 13:43:20,,,,,,,,,
1655,3,Submission,2,Comparison,2022-06-10 13:46:18,null,,,,"0",,,null,null
1656,1,Current,1,Analysis,2022-06-10 13:49:15,null,null,null,null,,,,,
1656,1,Current,2,Comparison,2022-06-10 13:57:21,null,,,,"1",,,"0",null
1657,1,Current,1,Analysis,2022-06-10 13:59:42,null,null,null,null,,,,,
1657,3,Submission,1,Analysis,2022-06-10 13:59:47,null,null,null,null,,,,,
1657,1,Current,2,Comparison,2022-06-10 14:07:54,null,,,,"0",,,"1",null
1555,1,Current,2,Comparison,2022-06-10 16:54:18,,,,,,,,,
1671,3,Submission,1,Analysis,2022-06-10 19:28:41,null,null,null,null,,,,,
1657,3,Submission,2,Comparison,2022-06-10 14:07:58,null,,,,"0",,,"1",null
1658,3,Submission,1,Analysis,2022-06-10 15:22:32,null,null,null,null,,,,,
1658,1,Current,2,Comparison,2022-06-10 15:22:32,,,,,,,,,
1658,3,Submission,2,Comparison,2022-06-10 15:29:13,"""Similar patterns of ridge endings will appear at this location among all palm impressions, due to the pattern force area. This print has a similar arrangement of ridge endings at the delta formation itself but the surrounding areas are different in multiple ways. This type of comparison may confuse a newer examiner. """,,,,"0",,,null,null
1659,3,Submission,1,Analysis,2022-06-10 15:30:38,null,null,null,null,,,,,
1659,1,Current,2,Comparison,2022-06-10 15:30:38,,,,,,,,,
1618,3,Submission,2,Comparison,2022-06-10 15:32:04,null,,,,"2",,,null,null
1659,3,Submission,2,Comparison,2022-06-10 15:37:49,"""The shape of the ridges outlined in yellow are not consistent between the right and left impressions. While the same number of features and their relative positions in the same, the shape of the ridges surrounding them are not consistent in every location. The spatial arrangement between 1, 9, 8 and 7 is slightly off. This area of a loop pattern commonly has ridge endings due to the pattern force. Additional information would be needed to confidently exclude this impression. """,,,,"0",,,"1",null
1660,3,Submission,1,Analysis,2022-06-10 15:38:12,null,null,null,null,,,,,
1660,1,Current,2,Comparison,2022-06-10 15:45:45,null,,,,"1",,,null,null
1660,3,Submission,2,Comparison,2022-06-10 15:45:52,null,,,,"1",,,null,null
1619,1,Current,2,Comparison,2022-06-10 15:53:21,null,,,,null,,,null,null
1661,3,Submission,1,Analysis,2022-06-10 15:54:02,null,null,null,null,,,,,
1661,1,Current,2,Comparison,2022-06-10 15:54:02,,,,,,,,,
1662,3,Submission,1,Analysis,2022-06-10 15:54:22,null,null,null,null,,,,,
1662,1,Current,2,Comparison,2022-06-10 15:54:22,,,,,,,,,
1632,1,Current,1,Analysis,2022-06-10 15:58:29,null,null,null,null,,,,,
1671,1,Current,1,Analysis,2022-06-10 19:28:37,null,null,null,null,,,,,
1662,3,Submission,2,Comparison,2022-06-10 16:00:56,null,,,,"2",,,"0",null
1635,1,Current,1,Analysis,2022-06-10 16:04:00,null,null,null,null,,,,,
1663,3,Submission,1,Analysis,2022-06-10 16:05:26,null,null,null,null,,,,,
1636,1,Current,1,Analysis,2022-06-17 16:44:43,null,null,null,null,,,,,
1663,1,Current,2,Comparison,2022-06-10 16:08:12,null,,,,null,,,null,null
1637,1,Current,1,Analysis,2022-06-10 16:08:56,null,null,null,null,,,,,
1637,3,Submission,1,Analysis,2022-06-10 16:09:02,null,null,null,null,,,,,
1637,1,Current,2,Comparison,2022-06-10 16:09:02,,,,,,,,,
1664,3,Submission,1,Analysis,2022-06-10 16:09:55,null,null,null,null,,,,,
1664,1,Current,2,Comparison,2022-06-10 16:16:07,null,,,,null,,,null,null
1665,3,Submission,1,Analysis,2022-06-10 16:18:50,null,null,null,null,,,,,
1661,3,Submission,2,Comparison,2022-06-10 16:20:15,null,,,,"2",,,null,null
1666,3,Submission,1,Analysis,2022-06-10 16:23:50,null,null,null,null,,,,,
1665,1,Current,2,Comparison,2022-06-10 16:25:05,null,,,,null,,,null,null
1667,3,Submission,1,Analysis,2022-06-10 16:26:41,null,null,null,null,,,,,
1667,1,Current,2,Comparison,2022-06-10 16:26:41,,,,,,,,,
1667,3,Submission,2,Comparison,2022-06-10 16:27:54,null,,,,"1",,,"0",null
1666,3,Submission,2,Comparison,2022-06-10 16:30:28,null,,,,"1",,,null,null
1539,3,Submission,2,Comparison,2022-06-10 16:33:02,null,,,,"0",,,"0",null
1548,3,Submission,2,Comparison,2022-06-10 16:37:33,null,,,,"2",,,"0",null
1549,1,Current,2,Comparison,2022-06-10 16:51:11,null,,,,null,,,null,null
1555,1,Current,1,Analysis,2022-06-10 16:54:14,null,null,null,null,,,,,
1555,3,Submission,1,Analysis,2022-06-10 16:54:18,null,null,null,null,,,,,
1555,3,Submission,2,Comparison,2022-06-10 16:55:51,null,,,,"1",,,"0",null
1619,3,Submission,2,Comparison,2022-06-10 17:21:00,null,,,,"1",,,"0",null
1668,3,Submission,1,Analysis,2022-06-10 17:21:20,null,null,null,null,,,,,
1663,3,Submission,2,Comparison,2022-06-10 17:33:22,null,,,,"1",,,"0",null
1664,3,Submission,2,Comparison,2022-06-10 17:39:02,null,,,,"2",,,"0",null
1665,3,Submission,2,Comparison,2022-06-10 17:39:57,null,,,,"1",,,"0",null
1635,3,Submission,1,Analysis,2022-06-10 18:16:39,null,null,null,null,,,,,
1668,1,Current,2,Comparison,2022-06-10 19:26:49,null,,,,null,,,null,null
1635,1,Current,2,Comparison,2022-06-10 18:16:39,,,,,,,,,
1669,1,Current,1,Analysis,2022-06-10 19:10:50,null,null,null,null,,,,,
1669,3,Submission,1,Analysis,2022-06-10 19:11:00,null,null,null,null,,,,,
1669,1,Current,2,Comparison,2022-06-10 19:11:00,,,,,,,,,
1635,3,Submission,2,Comparison,2022-06-10 19:14:11,"""ridge shape especially by the delta\/ridge break in neighboring ridge""",,,,"1",,,"1",null
1634,1,Current,1,Analysis,2022-06-10 19:19:29,null,null,null,null,,,,,
1634,3,Submission,1,Analysis,2022-06-10 19:19:46,null,null,null,null,,,,,
1670,1,Current,1,Analysis,2022-06-10 19:22:14,null,null,null,null,,,,,
1670,3,Submission,1,Analysis,2022-06-10 19:22:19,null,null,null,null,,,,,
1670,1,Current,2,Comparison,2022-06-10 19:22:19,,,,,,,,,
1634,1,Current,2,Comparison,2022-06-10 19:50:23,"""incipient ridge next to minutiae 7, and also 2 and 3 ridges over from minutiae 13""",,,,"1",,,"1",null
1671,1,Current,2,Comparison,2022-06-10 19:28:41,,,,,,,,,
1672,1,Current,1,Analysis,2022-06-10 19:39:50,null,null,null,null,,,,,
1672,3,Submission,1,Analysis,2022-06-10 19:39:55,null,null,null,null,,,,,
1672,1,Current,2,Comparison,2022-06-10 19:39:55,,,,,,,,,
1549,3,Submission,2,Comparison,2022-06-10 19:42:29,null,,,,"2",,,"0",null
1634,3,Submission,2,Comparison,2022-06-10 19:50:32,"""incipient ridge next to minutiae 7, and also 2 and 3 ridges over from minutiae 13""",,,,"1",,,"1",null
1633,1,Current,1,Analysis,2022-06-10 19:59:43,null,null,null,null,,,,,
1633,3,Submission,1,Analysis,2022-06-10 20:00:56,null,null,null,null,,,,,
1633,1,Current,2,Comparison,2022-06-10 20:00:56,,,,,,,,,
1638,1,Current,1,Analysis,2022-06-10 20:33:05,null,null,null,null,,,,,
1638,3,Submission,1,Analysis,2022-06-10 20:33:11,null,null,null,null,,,,,
1766,1,Current,2,Comparison,2022-06-13 17:40:09,,,,,,,,,
1638,1,Current,2,Comparison,2022-06-10 21:00:54,"""ridges thicker\/more spread out in latent impression, might be more consistent with palm ridges than finger ridges, some indication of incipient ridges in the latent that the known doesn't provide room for. following the ridge after minutiae 2 also looks like there might be a dim bifurcation with a beneath ending ridge, rather than two through ridges as seen on the known, no indication that there would be distortion in this location, although there is a slight loss of contrast here""",,,,"0",,,"1",null
1639,3,Submission,1,Analysis,2022-06-10 21:01:35,null,null,null,null,,,,,
1639,1,Current,2,Comparison,2022-06-10 21:01:35,,,,,,,,,
1673,3,Submission,1,Analysis,2022-06-10 21:07:02,null,null,null,null,,,,,
1673,1,Current,2,Comparison,2022-06-10 21:07:02,,,,,,,,,
1687,3,Submission,2,Comparison,2022-06-10 22:04:20,null,,,,"2",,,null,null
1755,1,Current,2,Comparison,2022-06-13 16:02:10,,,,,,,,,
1673,3,Submission,2,Comparison,2022-06-10 21:11:09,null,,,,"2",,,null,null
1674,3,Submission,1,Analysis,2022-06-10 21:13:04,null,null,null,null,,,,,
1674,1,Current,2,Comparison,2022-06-10 21:13:04,,,,,,,,,
1674,3,Submission,2,Comparison,2022-06-10 21:17:21,null,,,,"2",,,null,null
1675,3,Submission,1,Analysis,2022-06-10 21:17:32,null,null,null,null,,,,,
1675,1,Current,2,Comparison,2022-06-10 21:17:32,,,,,,,,,
1675,3,Submission,2,Comparison,2022-06-10 21:23:36,null,,,,"2",,,null,null
1676,3,Submission,1,Analysis,2022-06-10 21:23:54,null,null,null,null,,,,,
1676,1,Current,2,Comparison,2022-06-10 21:23:54,,,,,,,,,
1676,3,Submission,2,Comparison,2022-06-10 21:26:30,null,,,,"1",,,null,null
1677,3,Submission,1,Analysis,2022-06-10 21:26:40,null,null,null,null,,,,,
1677,1,Current,2,Comparison,2022-06-10 21:26:40,,,,,,,,,
1677,3,Submission,2,Comparison,2022-06-10 21:29:20,null,,,,"1",,,null,null
1678,3,Submission,1,Analysis,2022-06-10 21:29:30,null,null,null,null,,,,,
1678,1,Current,2,Comparison,2022-06-10 21:29:30,,,,,,,,,
1678,3,Submission,2,Comparison,2022-06-10 21:31:12,null,,,,"2",,,null,null
1679,3,Submission,1,Analysis,2022-06-10 21:31:19,null,null,null,null,,,,,
1679,1,Current,2,Comparison,2022-06-10 21:31:19,,,,,,,,,
1679,3,Submission,2,Comparison,2022-06-10 21:36:25,null,,,,"1",,,null,null
1680,1,Current,1,Analysis,2022-06-10 21:38:14,null,null,null,null,,,,,
1682,3,Submission,1,Analysis,2022-06-10 21:42:34,null,null,null,null,,,,,
1682,1,Current,2,Comparison,2022-06-10 21:42:34,,,,,,,,,
1681,1,Current,1,Analysis,2022-06-10 21:43:21,null,null,null,null,,,,,
1681,3,Submission,1,Analysis,2022-06-10 21:43:23,null,null,null,null,,,,,
1682,3,Submission,2,Comparison,2022-06-10 21:45:27,null,,,,"1",,,null,null
1683,3,Submission,1,Analysis,2022-06-10 21:45:35,null,null,null,null,,,,,
1683,1,Current,2,Comparison,2022-06-10 21:45:35,,,,,,,,,
1680,3,Submission,1,Analysis,2022-06-10 21:45:57,null,null,null,null,,,,,
1680,1,Current,2,Comparison,2022-06-10 21:45:57,,,,,,,,,
1683,3,Submission,2,Comparison,2022-06-10 21:47:15,null,,,,"2",,,null,null
1684,3,Submission,1,Analysis,2022-06-10 21:47:28,null,null,null,null,,,,,
1684,1,Current,2,Comparison,2022-06-10 21:47:28,,,,,,,,,
1681,1,Current,2,Comparison,2022-06-10 21:47:36,null,,,,"1",,,"1",null
1681,3,Submission,2,Comparison,2022-06-10 21:47:39,null,,,,"1",,,"1",null
1693,1,Current,2,Comparison,2022-06-11 00:21:01,,,,,,,,,
1685,1,Current,1,Analysis,2022-06-10 21:49:41,null,null,null,null,,,,,
1685,3,Submission,1,Analysis,2022-06-10 21:49:44,null,null,null,null,,,,,
1680,3,Submission,2,Comparison,2022-06-10 21:51:06,null,,,,null,,,null,null
1685,1,Current,2,Comparison,2022-06-10 21:53:28,null,,,,"1",,,"0",null
1685,3,Submission,2,Comparison,2022-06-10 21:53:30,null,,,,"1",,,"0",null
1684,3,Submission,2,Comparison,2022-06-10 21:53:59,null,,,,"1",,,null,null
1688,3,Submission,1,Analysis,2022-06-10 21:54:08,null,null,null,null,,,,,
1688,1,Current,2,Comparison,2022-06-10 21:54:08,,,,,,,,,
1687,3,Submission,1,Analysis,2022-06-10 21:55:04,null,null,null,null,,,,,
1687,1,Current,2,Comparison,2022-06-10 21:55:04,,,,,,,,,
1686,1,Current,1,Analysis,2022-06-10 21:56:02,null,null,null,null,,,,,
1686,3,Submission,1,Analysis,2022-06-10 21:56:06,null,null,null,null,,,,,
1688,3,Submission,2,Comparison,2022-06-10 22:00:40,null,,,,"2",,,null,null
1689,3,Submission,1,Analysis,2022-06-10 22:00:49,null,null,null,null,,,,,
1689,1,Current,2,Comparison,2022-06-10 22:00:49,,,,,,,,,
1689,3,Submission,2,Comparison,2022-06-10 22:03:43,null,,,,"1",,,null,null
1690,3,Submission,1,Analysis,2022-06-10 22:07:02,null,null,null,null,,,,,
1690,1,Current,2,Comparison,2022-06-10 22:07:02,,,,,,,,,
1690,3,Submission,2,Comparison,2022-06-10 22:09:48,null,,,,"2",,,null,null
1691,3,Submission,1,Analysis,2022-06-11 00:02:58,null,null,null,null,,,,,
1691,1,Current,2,Comparison,2022-06-11 00:02:58,,,,,,,,,
1697,1,Current,2,Comparison,2022-06-11 00:58:08,,,,,,,,,
1691,3,Submission,2,Comparison,2022-06-11 00:07:33,null,,,,null,,,null,null
1692,3,Submission,1,Analysis,2022-06-11 00:12:06,null,null,null,null,,,,,
1692,1,Current,2,Comparison,2022-06-11 00:12:06,,,,,,,,,
1692,3,Submission,2,Comparison,2022-06-11 00:18:31,null,,,,"0",,,null,null
1693,3,Submission,1,Analysis,2022-06-11 00:21:01,null,null,null,null,,,,,
1693,3,Submission,2,Comparison,2022-06-11 00:25:24,null,,,,"2",,,null,null
1694,3,Submission,1,Analysis,2022-06-11 00:28:25,null,null,null,null,,,,,
1694,1,Current,2,Comparison,2022-06-11 00:28:25,,,,,,,,,
1694,3,Submission,2,Comparison,2022-06-11 00:30:33,null,,,,"1",,,null,null
1695,3,Submission,1,Analysis,2022-06-11 00:33:03,null,null,null,null,,,,,
1695,1,Current,2,Comparison,2022-06-11 00:33:03,,,,,,,,,
1695,3,Submission,2,Comparison,2022-06-11 00:48:28,null,,,,"0",,,null,null
1696,3,Submission,1,Analysis,2022-06-11 00:49:49,null,null,null,null,,,,,
1696,1,Current,2,Comparison,2022-06-11 00:49:49,,,,,,,,,
1696,3,Submission,2,Comparison,2022-06-11 00:55:18,null,,,,"2",,,null,null
1697,3,Submission,1,Analysis,2022-06-11 00:58:08,null,null,null,null,,,,,
1697,3,Submission,2,Comparison,2022-06-11 01:01:21,null,,,,"0",,,null,null
1698,3,Submission,1,Analysis,2022-06-11 01:03:06,null,null,null,null,,,,,
1698,1,Current,2,Comparison,2022-06-11 01:03:06,,,,,,,,,
1698,3,Submission,2,Comparison,2022-06-11 01:05:38,null,,,,"1",,,null,null
1699,3,Submission,1,Analysis,2022-06-11 01:07:23,null,null,null,null,,,,,
1699,1,Current,2,Comparison,2022-06-11 01:07:23,,,,,,,,,
1699,3,Submission,2,Comparison,2022-06-11 01:12:26,null,,,,"2",,,null,null
1700,3,Submission,1,Analysis,2022-06-11 01:17:26,null,null,null,null,,,,,
1700,1,Current,2,Comparison,2022-06-11 01:17:26,,,,,,,,,
1700,3,Submission,2,Comparison,2022-06-11 01:32:07,null,,,,"1",,,null,null
1701,3,Submission,1,Analysis,2022-06-11 01:33:38,null,null,null,null,,,,,
1701,1,Current,2,Comparison,2022-06-11 01:33:38,,,,,,,,,
1702,3,Submission,1,Analysis,2022-06-11 01:50:06,null,null,null,null,,,,,
1702,3,Submission,2,Comparison,2022-06-11 01:52:40,null,,,,"0",,,null,null
1703,3,Submission,1,Analysis,2022-06-11 01:55:13,null,null,null,null,,,,,
1703,1,Current,2,Comparison,2022-06-11 01:55:13,,,,,,,,,
1703,3,Submission,2,Comparison,2022-06-11 02:00:05,null,,,,"1",,,null,null
1701,3,Submission,2,Comparison,2022-06-11 02:08:20,null,,,,"2",,,null,null
1706,1,Current,1,Analysis,2022-06-11 13:28:17,null,null,null,null,,,,,
1706,3,Submission,1,Analysis,2022-06-11 13:28:24,null,null,null,null,,,,,
1710,1,Current,2,Comparison,2022-06-11 14:01:49,,,,,,,,,
1758,3,Submission,1,Analysis,2022-06-13 16:07:47,null,null,null,null,,,,,
